"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SRDX","Surmodics, Inc.","43.52","595439900.16","n/a","1998","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/srdx",
"SSSS","SuRo Capital Corp.","13.09","260674561.07","n/a","2011","n/a","n/a","https://old.nasdaq.com/symbol/ssss",
"STRO","Sutro Biopharma, Inc.","21.71","990133701.44","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/stro",
"SIVB","SVB Financial Group","387.83","20088392502.66","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sivb",
"SIVBP","SVB Financial Group","26.88","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sivbp",
"SVMK","SVMK Inc.","25.55","3633554516.2","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/svmk",
"SWKH","SWK Holdings Corporation","14.39","184040804.27","n/a","n/a","Finance","Diversified Financial Services","https://old.nasdaq.com/symbol/swkh",
"SYKE","Sykes Enterprises, Incorporated","37.67","1490432799.37","n/a","1996","Technology","EDP Services","https://old.nasdaq.com/symbol/syke",
"SYNC","Synacor, Inc.","1.36","53916333.68","n/a","2012","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/sync",
"SYNL","Synalloy Corporation","7.8","71047789.8","n/a","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/synl",
"SYNA","Synaptics Incorporated","96.4","3327558528.8","n/a","2002","Technology","Semiconductors","https://old.nasdaq.com/symbol/syna",
"SNCR","Synchronoss Technologies, Inc.","4.7","207297640.7","n/a","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/sncr",
"SNDX","Syndax Pharmaceuticals, Inc.","22.24","1049381100.48","n/a","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sndx",
"SYNH","Syneos Health, Inc.","68.13","7080070485.69","n/a","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/synh",
"SYBX","Synlogic, Inc.","2.16","75240541.44","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sybx",
"SNPS","Synopsys, Inc.","259.24","39672144522.28","n/a","1992","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/snps",
"SYPR","Sypris Solutions, Inc.","1.52","32401463.04","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/sypr",
"SYRS","Syros Pharmaceuticals, Inc.","10.85","608937099.75","n/a","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/syrs",
"TROW","T. Rowe Price Group, Inc.","151.39","34279662651.73","n/a","1986","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/trow",
"TTOO","T2 Biosystems, Inc.","1.24","183464858.44","n/a","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ttoo",
"TRHC","Tabula Rasa HealthCare, Inc.","42.84","1020790577.52","n/a","2016","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/trhc",
"TCMD","Tactile Systems Technology, Inc.","44.94","872945074.26","n/a","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tcmd",
"TAIT","Taitron Components Incorporated","3.25","18867377.75","n/a","1995","Technology","Electronic Components","https://old.nasdaq.com/symbol/tait",
"TLC","Taiwan Liposome Company, Ltd.","4.43","15064591.55","3400585","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tlc",
"TTWO","Take-Two Interactive Software, Inc.","207.79","23918815574.17","n/a","1997","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ttwo",
"TLND","Talend S.A.","38.34","1214781774.66","31684449","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/tlnd",
"TNDM","Tandem Diabetes Care, Inc.","95.68","5950780189.12","n/a","2013","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tndm",
"TANH","Tantech Holdings Ltd.","1.38","39866590.92","n/a","2015","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/tanh",
"TAOP","Taoping Inc.","2.84","21740782.2","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/taop",
"TEDU","Tarena International, Inc.","3.04","109251073.12","35937853","2014","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/tedu",
"TH","Target Hospitality Corp.","1.58","159850045.7","n/a","2018","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/th",
"THWWW","Target Hospitality Corp.","0.073","0","n/a","2018","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/thwww",
"TARS","Tarsus Pharmaceuticals, Inc.","41.33","839843206.58","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/tars",
"TATT","TAT Technologies Ltd.","4.53","40202372.88","n/a","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/tatt",
"TTCF","Tattooed Chef, Inc.","22.89","587137907.79","n/a","2018","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/ttcf",
"TTCFW","Tattooed Chef, Inc.","11.4","0","n/a","2018","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/ttcfw",
"TAYD","Taylor Devices, Inc.","10.47","36516512.16","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tayd",
"TSHA","Taysha Gene Therapies, Inc.","26.54","1002188484.9","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/tsha",
"TCF","TCF Financial Corporation","37.02","5646050880.6","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcf",
"TCFCP","TCF Financial Corporation","26.52","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcfcp",
"CGBD","TCG BDC, Inc.","10.26","577726400.16","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/cgbd",
"TCRR","TCR2 Therapeutics Inc.","30.93","1033746449.97","n/a","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/tcrr",
"GLG","TD Holdings, Inc.","1.59","113098619.13","n/a","2013","Finance","Major Banks","https://old.nasdaq.com/symbol/glg",
"PETZ","TDH Holdings, Inc.","1.85","84822490.75","n/a","2017","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/petz",
"TCCO","Technical Communications Corporation","4.78","8844926.34","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/tcco",
"TTGT","TechTarget, Inc.","59.11","1660914570.77","n/a","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ttgt",
"TGLS","Tecnoglass Inc.","6.91","329432681.43","n/a","2012","Consumer Durables","Electronic Components","https://old.nasdaq.com/symbol/tgls",
"TECTP","Tectonic Financial, Inc.","8.565","0","n/a","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/tectp",
"TEKK","Tekkorp Digital Acquisition Corp.","10.0799","324446781.25","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/tekk",
"TEKKU","Tekkorp Digital Acquisition Corp.","10.75","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/tekku",
"TEKKW","Tekkorp Digital Acquisition Corp.","2.4599","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/tekkw",
"TELA","TELA Bio, Inc.","15.04","217061566.4","n/a","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tela",
"TNAV","Telenav, Inc.","4.7","225508603.8","n/a","2010","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tnav",
"TLGT","Teligent, Inc.","0.75","4043676.75","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tlgt",
"TELL","Tellurian Inc.","1.28","422994388.48","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tell",
"TLS","Telos Corporation","32.98","0","n/a","2020","Technology","EDP Services","https://old.nasdaq.com/symbol/tls",
"TENB","Tenable Holdings, Inc.","52.26","5388809288.46","n/a","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/tenb",
"TENX","Tenax Therapeutics, Inc.","1.86","23472026.34","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/tenx",
"TER","Teradyne, Inc.","119.89","19908433099.03","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/ter",
"TBNK","Territorial Bancorp Inc.","24.03","228618224.01","n/a","2009","Finance","Savings Institutions","https://old.nasdaq.com/symbol/tbnk",
"TSLA","Tesla, Inc. ","705.67","668905110256.11","n/a","2010","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/tsla",
"TESS","TESSCO Technologies Incorporated","6.24","54665906.88","n/a","1994","Technology","Electronic Components","https://old.nasdaq.com/symbol/tess",
"TTEK","Tetra Tech, Inc.","115.78","6226345172.18","n/a","1991","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/ttek",
"TCBI","Texas Capital Bancshares, Inc.","59.5","3002337691.5","n/a","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/tcbi",
"TCBIL","Texas Capital Bancshares, Inc.","25.36","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcbil",
"TCBIP","Texas Capital Bancshares, Inc.","25.54","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcbip",
"TXN","Texas Instruments Incorporated","164.13","150661841796.9","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/txn",
"TXRH","Texas Roadhouse, Inc.","78.16","5430753919.52","n/a","2004","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/txrh",
"TFFP","TFF Pharmaceuticals, Inc.","14.32","318280386.88","n/a","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tffp",
"TFSL","TFS Financial Corporation","17.63","4939044605.78","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/tfsl",
"TGTX","TG Therapeutics, Inc.","52.02","7168886343.9","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tgtx",
"TVACU","Thayer Ventures Acquisition Corporation","10.475","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/tvacu",
"WTER","The Alkaline Water Company Inc.","1.01","74373486.15","n/a","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/wter",
"ANDE","The Andersons, Inc.","24.51","808302985.98","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/ande",
"TBBK","The Bancorp, Inc.","13.65","786115430.1","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tbbk",
"BPRN","The Bank of Princeton","23.41","158791762.34","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bprn",
"CG","The Carlyle Group Inc.","31.44","11114686909.44","n/a","2012","Finance","Investment Managers","https://old.nasdaq.com/symbol/cg",
"CAKE","The Cheesecake Factory Incorporated","37.06","1689345782.44","n/a","1992","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cake",
"CHEF","The Chefs&#39; Warehouse, Inc.","25.69","970304209.56","n/a","2011","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/chef",
"TCFC","The Community Financial Corporation","26.48","156591492.48","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcfc",
"DSGX","The Descartes Systems Group Inc.","58.48","4940623442.8","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/dsgx",
"DXYN","The Dixie Group, Inc.","2.55","40324899.3","n/a","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/dxyn",
"ENSG","The Ensign Group, Inc.","72.92","3955311180.96","n/a","2007","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/ensg",
"XONE","The ExOne Company","9.49","182089280.1","n/a","2013","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/xone",
"FBMS","The First Bancshares, Inc.","30.88","661015519.84","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fbms",
"FLIC","The First of Long Island Corporation","17.85","426384074.55","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/flic",
"GT","The Goodyear Tire & Rubber Company","10.91","2543492845.53","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/gt",
"HCKT","The Hackett Group, Inc.","14.39","431150330.78","n/a","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/hckt",
"HAIN","The Hain Celestial Group, Inc.","40.15","4040593938.7","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/hain",
"CUBA","The Herzfeld Caribbean Basin Fund, Inc.","5.11","31342997.49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cuba",
"INTG","The Intergroup Corporation","31.62","72217423.92","n/a","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/intg",
"JYNT","The Joint Corp.","26.26","368720493.96","n/a","2014","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/jynt",
"KHC","The Kraft Heinz Company","34.66","42376119002.88","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/khc",
"OLD","The Long-Term Care ETF","29.71","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/old",
"LOVE","The Lovesac Company","43.09","632696416.42","n/a","2018","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/love",
"MIK","The Michaels Companies, Inc.","13.01","1920919995","n/a","2014","Consumer Services","Recreational Products/Toys","https://old.nasdaq.com/symbol/mik",
"MIDD","The Middleby Corporation","128.92","7169531914.6","n/a","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/midd",
"ODP","The ODP Corporation","29.3","1543365457.7","n/a","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/odp",
"OLB","The OLB Group, Inc.","4.94","30430666.76","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/olb",
"STKS","The ONE Group Hospitality, Inc.","3.7","107551625.9","n/a","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/stks",
"PECK","The Peck Company Holdings, Inc.","5.95","31611594.35","n/a","2016","Technology","Semiconductors","https://old.nasdaq.com/symbol/peck",
"PNTG","The Pennant Group, Inc.","58.06","1636683473.14","n/a","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/pntg",
"PRSC","The Providence Service Corporation","138.63","1966277181.42","n/a","2003","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/prsc",
"REAL","The RealReal, Inc.","19.54","1730802532.78","n/a","2019","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/real",
"RMR","The RMR Group Inc.","38.62","1212499655.42","n/a","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/rmr",
"SHYF","The Shyft Group, Inc.","28.38","1008921969.66","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/shyf",
"SMPL","The Simply Good Foods Company","31.36","3001799176.32","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/smpl",
"TTD","The Trade Desk, Inc.","801","37618400295","n/a","2016","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ttd",
"YORW","The York Water Company","46.6","608128042.8","n/a","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/yorw",
"NCTY","The9 Limited","3.54","6852434.64","1935716","2004","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ncty",
"RACA","Therapeutics Acquisition Corp.","13.92","242679888","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/raca",
"TXMD","TherapeuticsMD, Inc.","1.21","362716129.16","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/txmd",
"THTX","Theratechnologies Inc.","2.5","192533527.5","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/thtx",
"TBPH","Theravance Biopharma, Inc.","17.77","1136948003.09","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tbph",
"THMO","ThermoGenesis Holdings, Inc.","2.09","16293995.3","n/a","n/a","Capital Goods","Medical Specialities","https://old.nasdaq.com/symbol/thmo",
"THRY","Thryv Holdings, Inc.","13.5","419402326.5","n/a","n/a","Consumer Services","Advertising","https://old.nasdaq.com/symbol/thry",
"THBR","Thunder Bridge Acquisition II, Ltd.","13.22","570112500","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thbr",
"THBRU","Thunder Bridge Acquisition II, Ltd.","15.48","0","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thbru",
"THBRW","Thunder Bridge Acquisition II, Ltd.","3.695","0","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thbrw",
"TLRY","Tilray, Inc.","8.26","1307200862.38","n/a","2018","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/tlry",
"TSBK","Timberland Bancorp, Inc.","24.26","201745990.18","n/a","n/a","Finance","Banks","https://old.nasdaq.com/symbol/tsbk",
"TIPT","Tiptree Inc.","5.02","168847378.72","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/tipt",
"TITN","Titan Machinery Inc.","19.55","440966515.6","n/a","2007","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/titn",
"TMDI","Titan Medical Inc.","1.71","140536081.53","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tmdi",
"TTNP","Titan Pharmaceuticals, Inc.","3.29","21878500","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ttnp",
"TVTY","Tivity Health, Inc.","19.59","952462783.14","n/a","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/tvty",
"TLSA","Tiziana Life Sciences plc","2.02","70750199.02","35024851","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tlsa",
"TMUS","T-Mobile US, Inc.","134.85","167374036743.6","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tmus",
"TOMZ","TOMI Environmental Solutions, Inc.","4.57","76597829.41","n/a","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/tomz",
"TNXP","Tonix Pharmaceuticals Holding Corp.","0.675","129362569.425","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tnxp",
"TOPS","TOP Ships Inc.","1.21","48196686.12","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/tops",
"TRCH","Torchlight Energy Resources, Inc.","0.7","69748807.1","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/trch",
"TRMD","TORM plc","7.05","524256048","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/trmd",
"TBLT","ToughBuilt Industries, Inc.","0.793","31945158.869","n/a","2018","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tblt",
"TBLTW","ToughBuilt Industries, Inc.","0.2","0","n/a","2018","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tbltw",
"TSEM","Tower Semiconductor Ltd.","25.82","2769515684.4","n/a","1994","Technology","Semiconductors","https://old.nasdaq.com/symbol/tsem",
"TOWN","Towne Bank","23.48","1705935244.04","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/town",
"TPIC","TPI Composites, Inc.","52.78","1886399212.88","n/a","2016","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tpic",
"TCON","TRACON Pharmaceuticals, Inc.","11.7","160111610.1","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/tcon",
"TSCO","Tractor Supply Company","140.58","16377203648.52","n/a","1994","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/tsco",
"TW","Tradeweb Markets Inc.","62.45","14218138944.45","n/a","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/tw",
"TACT","TransAct Technologies Incorporated","7.1","63395083.5","n/a","1996","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/tact",
"TRNS","Transcat, Inc.","34.68","257833523.28","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/trns",
"TGA","TransGlobe Energy Corporation","0.9614","69741947.0594","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tga",
"TBIO","Translate Bio, Inc.","18.43","1369751271.61","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/tbio",
"TMDX","TransMedics Group, Inc.","19.9","540500218.5","n/a","2019","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/tmdx",
"TA","TravelCenters of America Inc. ","32.6","469361662.2","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/ta",
"TANNI","TravelCenters of America Inc. ","26.68","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/tanni",
"TANNL","TravelCenters of America Inc. ","25.33","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/tannl",
"TANNZ","TravelCenters of America Inc. ","25.48","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/tannz",
"TZOO","Travelzoo","9.44","106770468.64","n/a","n/a","Consumer Services","Advertising","https://old.nasdaq.com/symbol/tzoo",
"TVTX","Travere Therapeutics, Inc.","27.255","1391417354.1","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tvtx",
"TIG","Trean Insurance Group, Inc.","13.1","670049044.2","n/a","2020","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/tig",
"TRMT","Tremont Mortgage Trust","3.79","31469332.66","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/trmt",
"TRVN","Trevena, Inc.","2.14","336044225.68","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/trvn",
"TRVI","Trevi Therapeutics, Inc.","2.42","44481511.8","n/a","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/trvi",
"TPCO","Tribune Publishing Company","13.7","500500113.5","n/a","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/tpco",
"TCDA","Tricida, Inc.","7.05","353800725","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tcda",
"TCBK","TriCo Bancshares","35.28","1050264043.92","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcbk",
"TDAC","Trident Acquisitions Corp.","11.96","143133931.2","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tdac",
"TDACU","Trident Acquisitions Corp.","14.75","0","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tdacu",
"TDACW","Trident Acquisitions Corp.","2.29","0","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tdacw",
"TRIL","Trillium Therapeutics Inc.","14.71","1304548009.43","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tril",
"TRS","TriMas Corporation","31.67","1368939867.1","n/a","2007","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/trs",
"TRMB","Trimble Inc.","66.77","16704227416.03","n/a","1990","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/trmb",
"TRIB","Trinity Biotech plc","3.81","91423186.47","23995587","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/trib",
"TCOM","Trip.com Group Limited","33.73","17639981829.2","522976040","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/tcom",
"TRIP","TripAdvisor, Inc.","28.78","3871642422.22","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/trip",
"TSC","TriState Capital Holdings, Inc.","17.4","519038537.4","n/a","2013","Finance","Major Banks","https://old.nasdaq.com/symbol/tsc",
"TSCAP","TriState Capital Holdings, Inc.","26.46","775959900.66","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tscap",
"TSCBP","TriState Capital Holdings, Inc.","26.3","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tscbp",
"TRIT","Triterras, Inc.","11.03","917650435.07","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/trit",
"TRITW","Triterras, Inc.","2.22","0","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/tritw",
"TBK","Triumph Bancorp, Inc.","48.55","1206544257.55","n/a","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/tbk",
"TBKCP","Triumph Bancorp, Inc.","27.47","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tbkcp",
"TRVG","trivago N.V.","2.42","128884880.3","53258215","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/trvg",
"TRUE","TrueCar, Inc.","4.2","437195278.8","n/a","2014","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/true",
"TRUP","Trupanion, Inc.","119.71","4694420946.24","n/a","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/trup",
"TRST","TrustCo Bank Corp NY","6.67","643205822.19","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/trst",
"TRMK","Trustmark Corporation","27.31","1732104524.2","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/trmk",
"MEDS","Trxade Group, Inc.","5.29","42667399.59","n/a","n/a","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/meds",
"TSIAU","TS Innovation Acquisitions Corp.","10.54","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/tsiau",
"TSRI","TSR, Inc.","7","13734434","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/tsri",
"TTEC","TTEC Holdings, Inc.","72.93","3408397990.14","n/a","1996","Technology","Professional Services","https://old.nasdaq.com/symbol/ttec",
"TTMI","TTM Technologies, Inc.","13.795","1472502248.12","n/a","2000","Technology","Electrical Products","https://old.nasdaq.com/symbol/ttmi",
"TC","TuanChe Limited","3.35","10859926.15","3241769","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/tc",
"TCX","Tucows Inc.","73.89","783697068.63","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/tcx",
"TOUR","Tuniu Corporation","1.76","62675481.44","35611069","2014","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/tour",
"TMPM","Turmeric Acquisition Corp.","10","126342500","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/tmpm",
"TMPMU","Turmeric Acquisition Corp.","10.27","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/tmpmu",
"TMPMW","Turmeric Acquisition Corp.","1.8223","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/tmpmw",
"TPTX","Turning Point Therapeutics, Inc.","121.85","5869812666.95","n/a","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tptx",
